# warthog xy Energy graph 
# this file is formatted as follows: [header data] [node data] [edge data] 
# header format: nodes [number of nodes] edges [number of edges]  
# node data format: v [id] [x] [y] [elevation] 
# edge data format: e [from_node_id] [to_node_id] [length] [1000 - height_gain] [popularity] [street_width] [100*random] 
# 
# 32bit integer values are used throughout. 
# Identifiers are all zero indexed. 
# 
nodes 16516 edges 33111 objectives 2 
e 5051 3868 142 1000 
e 5051 10657 35 1000 
e 5052 2469 195 985 
e 5052 2605 949 983 
e 5053 10363 168 930 
e 5053 3093 120 1000 
e 5053 12724 47 988 
e 5054 5055 27 1000 
e 5055 5054 27 966 
e 5055 5847 236 937 
e 5055 10363 22 1000 
e 5056 14221 166 860 
e 5056 5079 33 1000 
e 5057 2289 67 1000 
e 5057 3095 129 1000 
e 5058 13264 23 1000 
e 5058 5126 41 996 
e 5059 9873 80 1000 
e 5059 6618 50 1000 
e 5060 3338 41 945 
e 5060 3335 149 987 
e 5061 3338 104 1000 
e 5061 5373 115 956 
e 5061 8910 325 720 
e 5062 6691 123 1000 
e 5062 10992 157 1000 
e 5062 10990 173 1000 
e 5062 6175 226 833 
e 5063 6402 20 991 
e 5063 6181 30 1000 
e 5063 6401 16 1000 
e 5064 6183 124 986 
e 5064 6237 11 1000 
e 5065 2675 184 990 
e 5065 5824 101 1000 
e 5065 6648 378 1000 
e 5066 3113 23 1000 
e 5067 3879 79 985 
e 5067 1984 16 994 
e 5067 5068 213 991 
e 5068 3935 15 995 
e 5068 15929 59 998 
e 5069 9970 100 975 
e 5070 3702 138 965 
e 5070 5325 25 1000 
e 5071 3766 57 1000 
e 5071 5070 76 1000 
e 5072 4011 228 983 
e 5072 15937 53 989 
e 5072 7462 15 1000 
e 5073 3646 155 1000 
e 5074 4046 51 997 
e 5074 6314 35 997 
e 5074 4045 19 1000 
e 5075 10074 60 1000 
e 5076 2104 8 998 
e 5077 12560 7 999 
e 5077 891 82 1000 
e 5077 10417 135 982 
e 5078 9740 6 999 
e 5078 5056 57 946 
e 5079 5056 33 960 
e 5079 9740 30 1000 
e 5080 481 237 1000 
e 5080 9678 45 999 
e 5081 3173 353 1000 
e 5082 1160 132 993 
e 5082 5115 10 993 
e 5083 5087 19 1000 
e 5083 5086 17 1000 
e 5084 14527 135 1000 
e 5084 14934 5 1000 
e 5085 14659 6 999 
e 5086 5084 12 1000 
e 5087 5952 183 1000 
e 5088 5089 13 1000 
e 5088 1008 20 999 
e 5089 11966 12 1000 
e 5089 9447 55 1000 
e 5090 2250 16 1000 
e 5090 13835 87 997 
e 5091 5738 232 1000 
e 5091 4814 309 1000 
e 5092 3284 173 994 
e 5093 3041 44 975 
e 5094 13361 175 1000 
e 5094 5821 90 1000 
e 5094 9141 591 1000 
e 5095 9695 452 967 
e 5096 5685 229 948 
e 5096 7714 395 1000 
e 5096 5039 331 915 
e 5097 15995 77 1000 
e 5097 5098 18 999 
e 5097 5099 67 1000 
e 5098 1985 126 906 
e 5098 5097 18 1000 
e 5099 5097 67 963 
e 5100 9464 61 1000 
e 5101 1984 130 1000 
e 5102 8601 6 990 
e 5102 15602 25 1000 
e 5102 5100 57 1000 
e 5103 7693 32 1000 
e 5103 11325 54 1000 
e 5103 10470 151 998 
e 5104 5709 65 1000 
e 5104 5105 116 993 
e 5105 16053 36 1000 
e 5105 1644 211 1000 
e 5105 5104 116 1000 
e 5106 11330 31 1000 
e 5106 5112 149 994 
e 5106 10470 234 987 
e 5107 7931 100 987 
e 5107 5109 34 993 
e 5107 5112 38 1000 
e 5108 5106 27 997 
e 5108 9001 296 1000 
e 5109 9020 52 1000 
e 5109 5107 34 1000 
e 5110 11325 145 1000 
e 5110 5111 76 997 
e 5110 16034 26 993 
e 5110 11656 43 989 
e 5111 16032 14 1000 
e 5111 5112 242 1000 
e 5111 5110 76 1000 
e 5112 5111 242 981 
e 5112 5106 149 1000 
e 5112 5113 28 1000 
e 5112 5107 38 999 
e 5114 10656 50 1000 
e 5115 5083 48 1000 
e 5116 1719 73 1000 
e 5116 14963 396 1000 
e 5116 1160 112 1000 
e 5117 4907 48 965 
e 5117 2395 82 1000 
e 5118 2396 83 1000 
e 5119 2397 80 1000 
e 5120 2391 134 1000 
e 5121 2383 81 1000 
e 5122 10396 54 1000 
e 5122 5123 110 877 
e 5123 13895 15 1000 
e 5123 4595 129 1000 
e 5124 2419 206 953 
e 5125 5126 94 976 
e 5126 5059 54 966 
e 5126 5125 94 1000 
e 5127 200 783 1000 
e 5127 194 167 985 
e 5128 4105 45 1000 
e 5128 4504 175 996 
e 5129 4107 80 968 
e 5129 8772 157 936 
e 5130 11157 86 1000 
e 5131 4750 10 988 
e 5132 4612 7 1000 
e 5133 6673 92 968 
e 5134 5135 27 1000 
e 5134 10368 190 1000 
e 5135 5134 27 998 
e 5135 993 60 1000 
e 5136 15739 147 1000 
e 5136 1193 121 1000 
e 5137 1628 17 1000 
e 5137 1625 47 1000 
e 5138 2751 56 1000 
e 5139 4312 164 1000 
e 5140 14561 65 998 
e 5140 13760 75 997 
e 5141 14678 7 1000 
e 5142 6953 10 1000 
e 5142 7456 73 1000 
e 5142 13751 132 1000 
e 5143 5144 21 998 
e 5143 14129 22 998 
e 5143 6953 21 998 
e 5144 5141 170 1000 
e 5144 10685 38 991 
e 5145 265 17 1000 
e 5145 6953 69 1000 
e 5146 5145 112 991 
e 5146 6956 21 1000 
e 5146 265 94 994 
e 5147 4397 235 1000 
e 5148 5149 39 994 
e 5149 5148 39 1000 
e 5149 16087 4 1000 
e 5150 4949 33 999 
e 5150 4567 153 1000 
e 5150 12719 133 974 
e 5151 4311 50 1000 
e 5152 4317 112 1000 
e 5153 9538 25 987 
e 5153 4537 121 1000 
e 5154 4316 68 1000 
e 5154 4315 49 1000 
e 5155 5156 102 1000 
e 5156 5155 102 903 
e 5156 9790 105 985 
e 5156 4537 49 1000 
e 5157 2217 274 632 
e 5158 3377 143 942 
e 5159 3379 102 888 
e 5160 5171 28 992 
e 5160 5170 63 965 
e 5160 15286 59 1000 
e 5161 5167 76 920 
e 5161 13214 27 986 
e 5161 13070 28 998 
e 5162 9775 25 1000 
e 5162 5165 139 955 
e 5163 10631 45 999 
e 5164 5165 61 927 
e 5165 5164 61 1000 
e 5165 3379 108 980 
e 5165 5162 139 1000 
e 5166 2271 144 1000 
e 5167 5161 76 1000 
e 5168 3091 539 954 
e 5169 15284 19 1000 
e 5169 5170 29 1000 
e 5169 9874 7 999 
e 5170 5160 63 1000 
e 5170 5169 29 986 
e 5171 3383 147 1000 
e 5171 5160 28 1000 
e 5172 12983 31 989 
e 5172 15284 63 1000 
e 5173 5174 104 931 
e 5174 5175 119 1000 
e 5174 2735 50 985 
e 5174 5173 104 1000 
e 5175 5174 119 988 
e 5176 5177 48 954 
e 5176 12912 35 1000 
e 5176 6845 46 1000 
e 5177 5176 48 1000 
e 5178 5180 199 1000 
e 5178 5179 69 1000 
e 5179 3717 23 1000 
e 5179 5183 170 1000 
e 5180 3860 36 1000 
e 5180 5181 68 1000 
e 5181 5180 68 987 
e 5182 12909 11 1000 
e 5182 16285 87 969 
e 5183 5179 170 935 
e 5184 1148 48 1000 
e 5184 13972 136 1000 
e 5184 1260 232 1000 
e 5185 11638 52 997 
e 5186 4893 24 1000 
e 5186 6490 56 988 
e 5186 9457 72 1000 
e 5187 5188 60 983 
e 5187 5507 31 978 
e 5187 15968 136 1000 
e 5188 5187 60 1000 
e 5188 5190 208 1000 
e 5189 5190 189 947 
e 5189 15968 29 989 
e 5189 15530 14 1000 
e 5190 5188 208 959 
e 5190 5189 189 1000 
e 5190 3889 64 1000 
e 5191 5207 21 1000 
e 5191 15529 64 982 
e 5191 5206 18 999 
e 5192 830 10 1000 
e 5192 6692 56 981 
e 5192 801 80 1000 
e 5193 759 127 990 
e 5193 864 4 1000 
e 5194 6678 6 1000 
e 5194 6795 46 991 
e 5195 5196 152 987 
e 5195 5196 65 987 
e 5195 5197 30 1000 
e 5196 5195 65 1000 
e 5196 5195 152 1000 
e 5197 5194 7 1000 
e 5197 5195 30 990 
e 5199 6 407 837 
e 5200 6235 8 1000 
e 5200 788 8 998 
e 5201 791 4 1000 
e 5202 787 10 1000 
e 5202 5203 16 1000 
e 5203 5202 16 1000 
e 5203 10033 27 997 
e 5204 15358 4 1000 
e 5204 867 8 1000 
e 5204 725 87 999 
e 5205 5206 48 1000 
e 5206 5205 48 993 
e 5206 15710 36 1000 
e 5206 5191 18 1000 
e 5207 5191 21 999 
e 5208 9462 10 992 
e 5209 2246 44 1000 
e 5209 5223 16 1000 
e 5209 6427 37 1000 
e 5210 13017 12 999 
e 5210 13120 17 1000 
e 5211 5212 66 1000 
e 5212 10803 8 1000 
e 5212 5211 66 996 
e 5212 7520 98 987 
e 5213 12963 85 1000 
e 5214 15750 107 985 
e 5214 15739 31 982 
e 5215 565 39 1000 
e 5215 6298 104 906 
e 5216 8143 14 1000 
e 5216 5217 22 996 
e 5217 5218 22 996 
e 5218 5398 140 937 
e 5218 5219 16 997 
e 5219 5220 7 1000 
e 5220 5222 28 998 
e 5220 5221 16 1000 
e 5221 5216 18 1000 
e 5222 5221 32 1000 
e 5222 5400 151 1000 
e 5223 5209 16 1000 
e 5223 6428 64 996 
e 5224 9365 10 999 
e 5224 6429 185 1000 
e 5225 6431 537 966 
e 5225 11995 425 991 
e 5226 6156 17 1000 
e 5226 6421 39 1000 
e 5226 2312 64 980 
e 5226 2312 57 980 
e 5227 5115 9 1000 
e 5228 3097 54 1000 
e 5228 10974 159 990 
e 5229 3199 27 1000 
e 5230 4302 46 1000 
e 5231 8132 62 1000 
e 5231 8619 260 919 
e 5232 11321 6 1000 
e 5232 10073 8 1000 
e 5232 10072 24 996 
e 5232 4754 11 993 
e 5233 5234 23 1000 
e 5233 9931 7 992 
e 5233 3692 88 1000 
e 5234 5233 23 998 
e 5234 5235 109 1000 
e 5235 5486 71 921 
e 5235 5236 298 999 
e 5235 5234 109 983 
e 5236 7226 171 823 
e 5236 5288 122 942 
e 5236 5235 298 1000 
e 5237 5488 35 927 
e 5237 11613 130 1000 
e 5237 5288 261 1000 
e 5238 7322 25 997 
e 5238 7319 14 980 
e 5238 2358 140 1000 
e 5238 11613 56 979 
e 5239 15730 207 977 
e 5239 5240 298 1000 
e 5240 5241 37 1000 
e 5240 5241 22 1000 
e 5240 5239 298 973 
e 5241 5240 37 998 
e 5241 5240 22 998 
e 5241 5591 36 1000 
e 5242 4888 64 995 
e 5242 5597 53 1000 
e 5242 4886 167 971 
e 5243 3078 74 997 
e 5244 14058 42 1000 
e 5244 5966 9 1000 
e 5244 5500 125 1000 
e 5245 2168 538 1000 
e 5245 5329 67 1000 
e 5246 12033 3 996 
e 5246 13188 8 1000 
e 5246 4954 54 997 
e 5247 8673 55 1000 
e 5248 5249 49 966 
e 5248 6232 37 1000 
e 5248 6202 54 998 
e 5249 5248 49 1000 
e 5249 5749 97 901 
e 5249 4962 273 978 
e 5250 5261 220 1000 
e 5251 5485 5 1000 
e 5251 4818 53 1000 
e 5252 10293 53 1000 
e 5253 5259 7 999 
e 5253 5258 318 1000 
e 5254 5259 390 918 
e 5255 4531 175 1000 
e 5256 5257 38 1000 
e 5256 3735 303 1000 
e 5257 5258 51 1000 
e 5257 5256 38 1000 
e 5258 5254 78 1000 
e 5258 5253 318 971 
e 5258 5257 51 989 
e 5259 5253 7 1000 
e 5260 3326 261 780 
e 5260 3321 197 1000 
e 5261 5250 220 742 
e 5261 3322 41 1000 
e 5262 3323 77 866 
e 5262 5263 147 922 
e 5262 5265 105 971 
e 5263 5262 147 1000 
e 5263 3322 145 1000 
e 5264 15186 94 995 
e 5264 15208 10 1000 
e 5265 3324 102 1000 
e 5265 5262 105 1000 
e 5265 8025 131 1000 
e 5266 3122 77 1000 
e 5267 11463 45 1000 
e 5267 5272 31 989 
e 5268 12093 21 980 
e 5268 5273 82 980 
e 5268 16412 161 1000 
e 5268 5269 49 958 
e 5269 5268 49 1000 
e 5270 5271 44 1000 
e 5271 12092 31 1000 
e 5271 5270 44 982 
e 5271 14981 100 945 
e 5272 8027 58 1000 
e 5272 5267 31 1000 
e 5273 11456 29 1000 
e 5273 5274 18 1000 
e 5274 11458 98 1000 
e 5274 5275 62 1000 
e 5275 5274 62 1000 
e 5276 11092 10 1000 
e 5277 5278 283 968 
e 5277 13190 217 960 
e 5278 12031 46 980 
e 5278 5277 283 1000 
e 5279 6295 18 1000 
e 5279 12033 34 1000 
e 5280 13399 95 979 
e 5280 12030 28 1000 
e 5281 11966 44 1000 
e 5282 3846 25 980 
e 5282 12646 94 1000 
e 5282 3589 41 1000 
e 5283 1592 39 1000 
e 5284 15095 9 992 
e 5284 8576 23 979 
e 5285 3729 29 992 
e 5285 12114 332 1000 
e 5286 3731 98 992 
e 5286 3730 419 1000 
e 5287 5288 58 1000 
e 5288 5287 58 913 
e 5288 5237 261 971 
e 5288 5236 122 1000 
e 5289 8719 219 999 
e 5289 6156 353 981 
e 5290 12027 18 1000 
e 5290 9910 19 1000 
e 5291 6448 242 1000 
e 5291 8714 521 890 
e 5292 4499 140 1000 
e 5292 6391 85 957 
e 5293 5294 115 981 
e 5293 6121 85 1000 
e 5294 4518 165 971 
e 5295 5296 203 975 
e 5295 2978 161 1000 
e 5295 9700 115 969 
e 5296 5295 203 1000 
e 5297 4508 116 1000 
e 5298 4516 167 993 
e 5298 9752 128 1000 
e 5299 13015 6 1000 
e 5299 11198 142 1000 
e 5299 5300 373 932 
e 5300 5299 373 1000 
e 5300 5301 520 884 
e 5301 6009 126 988 
e 5301 5300 520 1000 
e 5302 15668 119 1000 
e 5302 13512 37 1000 
e 5302 1379 128 986 
e 5303 36 399 1000 
e 5304 4709 6 1000 
e 5305 4710 7 1000 
e 5306 4711 7 1000 
e 5307 5315 148 1000 
e 5307 15778 39 1000 
e 5308 7771 31 979 
e 5308 6103 8 970 
e 5309 15778 26 999 
e 5310 8911 17 996 
e 5310 8542 6 998 
e 5311 14248 143 956 
e 5311 5312 22 1000 
e 5312 5313 40 1000 
e 5312 1121 14 1000 
e 5313 1121 40 994 
e 5313 14732 206 1000 
e 5314 9107 86 1000 
e 5315 9109 9 1000 
e 5315 9107 145 994 
e 5315 5307 148 999 
e 5315 14018 31 993 
e 5316 9208 9 1000 
e 5316 381 518 975 
e 5317 701 99 954 
e 5317 700 101 1000 
e 5318 13519 116 1000 
e 5318 5561 141 939 
e 5319 13023 160 969 
e 5319 6717 125 994 
e 5320 3687 124 987 
e 5321 15196 944 1000 
e 5322 5326 56 994 
e 5322 5051 14 996 
e 5323 3437 100 1000 
e 5324 10727 38 1000 
e 5325 9848 201 1000 
e 5325 5070 25 1000 
e 5326 5322 56 1000 
e 5327 3760 31 1000 
e 5327 3761 329 595 
e 5327 7659 176 837 
e 5328 2331 20 984 
e 5328 10291 204 1000 
e 5329 6289 77 1000 
e 5329 7556 22 986 
e 5330 6695 12 996 
e 5330 11972 8 1000 
e 5330 11274 90 1000 
e 5330 15036 17 999 
e 5331 7666 240 989 
e 5332 3148 6 1000 
e 5332 2978 386 964 
e 5333 3163 30 993 
e 5333 10326 90 1000 
e 5333 10327 64 1000 
e 5334 15368 25 1000 
e 5334 5708 62 995 
e 5334 10327 90 1000 
e 5335 4748 19 1000 
e 5336 1195 44 1000 
e 5337 5339 46 1000 
e 5338 2600 233 1000 
e 5339 1195 48 1000 
e 5339 5337 46 990 
e 5339 1189 193 882 
e 5340 1216 66 976 
e 5340 1209 253 936 
e 5340 1206 179 1000 
e 5341 14332 4 999 
e 5342 13112 514 815 
e 5342 5344 89 1000 
e 5343 12214 6 1000 
e 5343 14913 11 994 
e 5344 5342 89 957 
e 5344 5345 351 878 
e 5344 15331 312 1000 
e 5344 5471 86 1000 
e 5345 5344 351 1000 
e 5346 12616 39 999 
e 5347 5348 65 988 
e 5347 10760 23 1000 
e 5348 5347 65 1000 
e 5348 13227 207 1000 
e 5348 5350 223 1000 
e 5349 12630 16 995 
e 5349 12609 55 1000 
e 5350 12610 54 999 
e 5350 12630 19 1000 
e 5350 5348 223 966 
e 5351 5352 21 994 
e 5352 1728 126 973 
e 5352 6725 38 1000 
e 5353 1703 6 996 
e 5353 13024 107 970 
e 5353 12225 166 1000 
e 5354 14389 60 1000 
e 5354 12627 17 1000 
e 5355 4863 72 1000 
e 5355 7738 47 1000 
e 5355 10226 147 989 
e 5356 9503 10 997 
e 5356 5362 8 1000 
e 5357 7734 145 990 
e 5357 4866 182 993 
e 5358 7739 26 993 
e 5358 7744 39 994 
e 5359 9512 26 1000 
e 5359 4862 53 995 
e 5360 7732 12 998 
e 5360 2462 173 1000 
e 5361 9507 7 1000 
e 5361 4864 76 1000 
e 5361 5364 44 996 
e 5362 7329 14 1000 
e 5362 7267 7 1000 
e 5363 5356 9 998 
e 5364 9508 6 1000 
e 5364 5361 44 1000 
e 5364 9510 70 995 
e 5365 5366 7 1000 
e 5366 6133 17 1000 
e 5366 7270 9 1000 
e 5367 1161 234 1000 
e 5367 15034 41 995 
e 5368 8737 22 1000 
e 5368 3177 28 999 
e 5369 544 19 1000 
e 5369 6581 200 935 
e 5370 545 9 1000 
e 5371 7785 20 994 
e 5371 543 7 1000 
e 5372 1124 56 993 
e 5372 5370 18 1000 
e 5373 5061 115 1000 
e 5373 13693 23 972 
e 5374 2206 161 870 
e 5374 5380 184 976 
e 5375 10535 38 1000 
e 5375 10893 56 996 
e 5375 10892 126 1000 
e 5376 7142 184 1000 
e 5377 853 10 1000 
e 5377 7608 13 1000 
e 5377 855 30 996 
e 5378 7610 11 998 
e 5378 2275 13 1000 
e 5379 3698 57 1000 
e 5379 14906 42 994 
e 5380 5374 184 1000 
e 5381 8418 18 999 
e 5381 2757 51 998 
e 5382 4303 8 999 
e 5382 9247 46 1000 
e 5383 8909 117 1000 
e 5383 7069 113 1000 
e 5383 5384 78 1000 
e 5384 7293 41 1000 
e 5385 9758 134 975 
e 5386 397 14 986 
e 5387 6102 93 1000 
e 5387 5388 24 984 
e 5387 6101 123 993 
e 5388 5387 24 1000 
e 5389 10924 152 877 
e 5390 13998 19 997 
e 5390 14000 12 999 
e 5390 5965 53 1000 
e 5391 3429 6 996 
e 5391 10654 28 990 
e 5392 10654 16 1000 
e 5392 10655 20 1000 
e 5393 5396 16 1000 
e 5394 13304 170 925 
e 5394 6105 12 1000 
e 5395 6482 10 998 
e 5395 5394 26 971 
e 5396 8342 9 1000 
e 5396 5395 26 995 
e 5397 9231 16 993 
e 5397 11667 31 987 
e 5398 5219 146 1000 
e 5398 5399 59 1000 
e 5398 15903 52 985 
e 5398 13540 109 954 
e 5399 5398 59 990 
e 5400 5222 151 996 
e 5400 2799 53 989 
e 5400 15697 81 967 
e 5401 4547 13 1000 
e 5401 13580 52 985 
e 5402 14471 11 995 
e 5402 574 12 1000 
e 5403 2806 19 1000 
e 5403 5404 10 1000 
e 5404 104 3 1000 
e 5405 2537 14 997 
e 5405 5468 20 997 
e 5406 5044 32 1000 
e 5406 5407 24 1000 
e 5406 5828 94 982 
e 5407 13694 19 1000 
e 5407 13694 32 1000 
e 5408 7995 145 975 
e 5408 3727 11 1000 
e 5409 8162 189 887 
e 5409 5410 10 999 
e 5410 14064 10 995 
e 5410 4002 19 1000 
e 5411 10236 5 1000 
e 5411 11323 60 1000 
e 5411 3879 66 983 
e 5412 3906 94 1000 
e 5412 5416 5 1000 
e 5413 3894 65 969 
e 5413 5418 7 1000 
e 5414 3893 87 1000 
e 5414 5417 5 998 
e 5415 5412 5 1000 
e 5415 5416 4 1000 
e 5416 5414 14 1000 
e 5417 3895 37 985 
e 5417 5413 3 999 
e 5418 5415 4 1000 
e 5419 2638 16 1000 
e 5420 13692 28 1000 
e 5420 11619 57 995 
e 5420 13691 27 999 
e 5421 5422 7 998 
e 5421 3881 37 1000 
e 5422 5421 7 1000 
e 5422 3880 34 993 
e 5423 1878 12 1000 
e 5423 6642 20 998 
e 5423 1841 26 1000 
e 5423 1880 17 993 
e 5424 5427 12 998 
e 5424 5426 49 996 
e 5424 15062 177 963 
e 5424 8726 11 999 
e 5425 16101 11 1000 
e 5425 16105 12 1000 
e 5425 10839 14 998 
e 5426 5424 49 1000 
e 5427 5424 12 1000 
e 5427 1830 8 1000 
e 5427 8563 240 1000 
e 5428 5429 10 1000 
e 5429 13901 14 1000 
e 5429 5430 10 1000 
e 5430 5431 10 1000 
e 5431 5432 10 1000 
e 5431 13903 18 1000 
e 5432 5433 9 1000 
e 5433 5434 10 1000 
e 5433 8928 23 1000 
e 5434 5435 10 999 
e 5435 5428 11 998 
e 5435 13902 21 1000 
e 5436 15422 189 1000 
e 5436 8929 11 1000 
e 5437 3750 26 1000 
e 5437 5438 11 997 
e 5438 2371 6 999 
e 5439 15423 192 1000 
e 5439 5436 10 1000 
e 5440 3112 3 1000 
e 5440 3836 162 979 
e 5441 7717 55 983 
e 5441 14596 6 1000 
e 5441 4587 72 995 
e 5442 3837 32 1000 
e 5442 5443 42 1000 
e 5442 5444 103 993 
e 5443 5442 42 994 
e 5443 4691 58 1000 
e 5443 14559 146 1000 
e 5444 5442 103 1000 
e 5445 5446 15 1000 
e 5446 7708 5 1000 
e 5446 9120 60 1000 
e 5447 5730 53 954 
e 5447 2091 64 994 
e 5447 4359 25 995 
e 5448 4371 93 1000 
e 5449 10045 120 1000 
e 5450 15928 35 997 
e 5451 4723 52 1000 
e 5451 8296 53 999 
e 5451 5452 113 976 
e 5452 7808 48 989 
e 5452 5453 194 995 
e 5453 4741 70 1000 
e 5454 3243 121 1000 
e 5455 3244 24 985 
e 5456 14201 258 962 
e 5456 6083 142 1000 
e 5457 14064 124 1000 
e 5458 5459 159 1000 
e 5459 10988 25 1000 
e 5459 12945 48 994 
e 5459 5458 159 877 
e 5460 7013 94 976 
e 5460 5463 440 1000 
e 5461 1476 24 995 
e 5462 5463 12 1000 
e 5462 13104 64 982 
e 5463 3585 54 1000 
e 5463 5462 12 996 
e 5463 5460 440 909 
e 5464 3585 388 1000 
e 5464 1452 97 1000 
e 5464 13105 38 994 
e 5465 870 325 1000 
e 5465 9342 502 654 
e 5466 11222 19 983 
e 5466 9341 260 1000 
e 5466 802 74 984 
e 5467 9361 10 1000 
e 5467 11222 22 1000 
e 5467 13566 47 991 
e 5468 2231 58 1000 
e 5468 2537 20 1000 
e 5469 2535 40 1000 
e 5470 5471 64 1000 
e 5471 5470 64 890 
e 5471 5344 86 953 
e 5471 6338 47 1000 
e 5472 865 41 1000 
e 5472 6772 72 927 
e 5472 4993 118 954 
e 5473 5474 23 997 
e 5473 786 160 1000 
e 5473 6451 63 990 
e 5474 5473 23 1000 
e 5474 9139 41 962 
e 5475 14914 29 953 
e 5475 6768 146 912 
e 5475 14915 5 1000 
e 5476 5477 24 996 
e 5476 6451 5 1000 
e 5477 5476 24 1000 
e 5477 5478 41 967 
e 5477 15111 245 1000 
e 5478 5477 41 1000 
e 5479 16459 14 1000 
e 5479 16461 28 998 
e 5479 5480 119 970 
e 5480 5479 119 1000 
e 5481 6399 18 1000 
e 5481 856 56 937 
e 5482 4756 55 1000 
e 5483 13153 78 1000 
e 5483 3621 228 1000 
e 5484 15465 146 824 
e 5484 5686 52 1000 
e 5484 13248 136 1000 
e 5485 5251 5 996 
e 5485 4819 170 1000 
e 5485 9795 25 1000 
e 5487 9931 56 1000 
e 5488 5237 35 1000 
e 5489 5493 15 1000 
e 5490 8739 17 1000 
e 5491 5492 30 1000 
e 5492 3554 284 963 
e 5492 5489 17 1000 
e 5493 5494 15 999 
e 5493 16280 72 1000 
e 5494 9809 17 1000 
e 5495 8739 16 998 
e 5495 5491 19 996 
e 5496 15791 27 992 
e 5496 5045 36 1000 
e 5497 5500 25 1000 
e 5497 5499 30 998 
e 5498 15791 10 994 
e 5498 5497 20 1000 
e 5499 15792 15 1000 
e 5499 5498 15 996 
e 5500 5045 15 997 
e 5500 5497 25 997 
e 5500 5244 125 986 
e 5501 6482 11 1000 
e 5501 6483 174 885 
e 5501 9834 122 1000 
e 5502 5503 48 1000 
e 5502 3882 34 1000 
e 5502 3881 187 894 
e 5503 5502 48 998 
e 5504 5507 60 1000 
e 5505 5506 86 1000 
e 5506 3884 46 1000 
e 5506 5505 86 958 
e 5506 3883 73 949 
e 5507 5508 34 987 
e 5507 5187 31 1000 
e 5507 5504 60 971 
e 5508 5507 34 1000 
e 5508 15807 13 1000 
e 5509 6826 3 999 
e 5509 11303 83 977 
e 5510 3898 212 948 
e 5511 10732 42 1000 
e 5511 11861 127 969 
e 5511 15498 13 1000 
e 5512 15344 61 992 
e 5512 15346 44 985 
e 5512 15499 100 1000 
e 5513 15966 26 997 
e 5513 3900 124 1000 
e 5513 3899 20 986 
e 5514 15967 204 955 
e 5515 3508 15 1000 
e 5515 5519 102 911 
e 5515 5518 172 1000 
e 5516 3508 99 982 
e 5516 3507 68 1000 
e 5517 9549 74 984 
e 5517 13044 91 996 
e 5518 13936 89 1000 
e 5518 4814 133 986 
e 5518 5515 172 999 
e 5519 5515 102 1000 
e 5520 15243 242 1000 
e 5521 5522 20 1000 
e 5521 12641 20 1000 
e 5522 5521 20 1000 
e 5523 6723 22 1000 
e 5523 360 283 1000 
e 5524 12644 159 980 
e 5524 1546 43 1000 
e 5525 12594 53 998 
e 5525 12591 31 1000 
e 5525 9815 16 1000 
e 5525 9814 19 997 
e 5526 2591 41 1000 
e 5527 12597 57 1000 
e 5527 14408 89 989 
e 5527 12600 16 997 
e 5527 12599 19 1000 
e 5528 12586 35 999 
e 5528 12644 43 1000 
e 5528 12589 16 1000 
e 5528 4278 20 996 
e 5529 12645 158 973 
e 5530 1544 7 995 
e 5530 5529 44 989 
e 5530 1076 190 1000 
e 5531 3734 187 861 
e 5532 14621 246 933 
e 5532 4331 43 1000 
e 5533 5534 89 870 
e 5533 9547 34 982 
e 5533 3505 33 1000 
e 5534 5533 89 1000 
e 5535 3294 70 1000 
e 5535 4330 367 861 
e 5536 5539 16 1000 
e 5536 1966 95 1000 
e 5537 12605 283 1000 
e 5538 5539 88 985 
e 5539 12602 60 989 
e 5539 12608 18 1000 
e 5539 5536 16 1000 
e 5539 5538 88 1000 
e 5540 1968 24 997 
e 5540 11760 9 998 
e 5540 14408 39 1000 
e 5541 10046 89 1000 
e 5541 2976 119 988 
e 5541 9804 278 1000 
e 5542 11443 62 1000 
e 5542 854 173 985 
e 5543 5654 21 995 
e 5544 6683 52 997 
e 5544 5546 86 1000 
e 5545 1733 54 997 
e 5546 6683 95 995 
e 5547 5549 7 997 
e 5547 5733 75 995 
e 5547 5734 18 992 
e 5548 1175 12 1000 
e 5548 1723 199 1000 
e 5549 5545 193 986 
e 5550 5808 78 935 
e 5550 10192 155 1000 
e 5550 1180 203 970 
e 5551 8946 383 993 
e 5551 6654 179 974 
e 5552 1589 18 995 
e 5553 10686 121 956 
e 5553 8945 337 1000 
e 5554 5559 255 828 
e 5554 4984 217 998 
e 5555 5556 151 964 
e 5555 5558 16 1000 
e 5556 5555 151 1000 
e 5556 5560 86 1000 
e 5557 4870 8 1000 
e 5557 5558 15 992 
e 5558 10277 171 968 
e 5558 5555 16 986 
e 5558 11520 177 846 
e 5558 11518 53 998 
e 5558 5557 15 1000 
e 5559 10456 48 1000 
e 5559 5554 255 1000 
e 5560 5556 86 957 
e 5560 13716 34 1000 
e 5561 5318 141 1000 
e 5561 6177 229 1000 
e 5562 10930 56 1000 
e 5562 10282 171 963 
e 5562 12522 74 1000 
e 5563 6892 13 998 
e 5563 13611 10 1000 
e 5564 11212 777 1000 
e 5564 899 92 992 
e 5565 5571 38 1000 
e 5566 5385 25 1000 
e 5566 7008 15 989 
e 5567 5571 8 1000 
e 5568 5383 31 1000 
e 5569 5567 30 1000 
e 5569 5567 36 1000 
